Date,Time,Type,Name,Category,Amount,,Currency,Local amount,Local currency,Notes and #tags,Description,Money Out,Money In
19-01-2023,10:22:56,Card payment,Uber,Transport,0.82,,GBP,81.4,INR,,UBER * PENDING         Vorden        NLD,,0.82
19-01-2023,10:24:18,Card payment,Uber,Transport,-0.81,,GBP,-80.84,INR,,UBER * PENDING         Vorden        NLD,-0.81,
19-01-2023,10:25:06,Card payment,Uber,Transport,1.42,,GBP,140.92,INR,,UBER * PENDING         Vorden        NLD,,1.42
19-01-2023,10:26:05,Card payment,Uber,Transport,-0.81,,GBP,-80.84,INR,,UBER * PENDING         Vorden        NLD,-0.81,
19-01-2023,10:26:51,Card payment,Uber,Transport,0.81,,GBP,80.84,INR,,UBER * PENDING         Vorden        NLD,,0.81
19-01-2023,10:28:12,Card payment,Uber,Transport,0.81,,GBP,80.84,INR,,UBER * PENDING         Vorden        NLD,,0.81
20-01-2023,02:16:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-01-2023,02:07:15,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-01-2023,02:17:59,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-01-2023,08:57:02,Card payment,Uber,Transport,-0.28,,GBP,-28.33,INR,,UBER *TRIP HELP.UBER.C Vorden        NLD,-0.28,
22-01-2023,12:05:57,Card payment,Uber,Transport,-0.54,,GBP,-54.04,INR,,UBER *TRIP HELP.UBER.C Vorden        NLD,-0.54,
22-01-2023,18:58:30,Card payment,Uber,Transport,-0.55,,GBP,-54.43,INR,,UBER *TRIP HELP.UBER.C Vorden        NLD,-0.55,
23-01-2023,02:08:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-01-2023,07:50:07,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,Expenses,Expenses,,100
24-01-2023,02:07:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-01-2023,15:07:01,Card payment,Heriot Watt Student Un,Shopping,-4.14,,GBP,-4.14,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-4.14,
25-01-2023,02:10:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-01-2023,02:12:08,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-01-2023,02:19:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-01-2023,02:17:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-01-2023,02:09:06,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
30-01-2023,02:17:26,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
30-01-2023,19:45:44,Card payment,Lidl,Groceries,-2.92,,GBP,-2.92,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-2.92,
31-01-2023,02:15:12,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
31-01-2023,13:31:50,Card payment,Heriot Watt Epay,Eating out,-5.57,,GBP,-5.57,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-5.57,
01-02-2023,03:30:35,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-02-2023,02:13:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-02-2023,02:19:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-02-2023,02:09:02,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-02-2023,02:09:17,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-02-2023,19:45:30,Card payment,Lidl,Groceries,-1.08,,GBP,-1.08,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-1.08,
06-02-2023,02:09:51,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-02-2023,02:08:05,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-02-2023,11:50:01,Card payment,Heriot Watt Student Un,Shopping,-0.8,,GBP,-0.8,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-0.8,
07-02-2023,13:17:58,Card payment,Heriot Watt Student Un,Shopping,-0.99,,GBP,-0.99,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-0.99,
07-02-2023,19:05:12,Card payment,Boots,Personal care,-1.57,,GBP,-1.57,GBP,,BOOTS EDINBURGH        MIDLOTHIAN    GBR,-1.57,
08-02-2023,02:07:33,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-02-2023,02:07:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-02-2023,02:18:27,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-02-2023,02:08:57,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-02-2023,14:57:17,Card payment,Deliveroo,Eating out,-19.46,,GBP,-19.46,GBP,,DELIVEROO              +442036999977 GBR,-19.46,
12-02-2023,02:09:34,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-02-2023,02:11:20,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-02-2023,02:09:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-02-2023,02:15:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-02-2023,16:05:34,Card payment,Edinburgh University Students' Association,Bills,-10,,GBP,-10,GBP,,Edinburgh SU           Edinburgh     GBR,-10,
16-02-2023,02:07:41,Faster payment,F Qazi,Transfers,50,,GBP,50,GBP,EXPENSES,EXPENSES,,50
16-02-2023,02:09:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-02-2023,15:09:35,Card payment,Deliveroo,Eating out,-24.53,,GBP,-24.53,GBP,,DELIVEROO              +442036999977 GBR,-24.53,
17-02-2023,02:17:38,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-02-2023,02:07:47,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-02-2023,21:18:57,Card payment,Deliveroo,Eating out,-18.28,,GBP,-18.28,GBP,,DELIVEROO              +442036999977 GBR,-18.28,
19-02-2023,02:08:04,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-02-2023,02:14:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-02-2023,02:08:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-02-2023,02:08:03,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-02-2023,02:10:38,Faster payment,F Qazi,Transfers,50,,GBP,50,GBP,SAVINGS,SAVINGS,,50
24-02-2023,02:19:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-02-2023,02:13:12,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-02-2023,02:11:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-02-2023,02:16:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-02-2023,03:58:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-03-2023,03:42:09,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-03-2023,02:13:53,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-03-2023,02:21:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-03-2023,02:08:13,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-03-2023,02:07:41,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-03-2023,02:10:07,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-03-2023,02:09:07,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-03-2023,02:06:33,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-03-2023,02:06:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-03-2023,17:45:06,Card payment,Deliveroo,Eating out,-13.98,,GBP,-13.98,GBP,,DELIVEROO              LONDON        GBR,-13.98,
10-03-2023,02:15:49,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-03-2023,02:06:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-03-2023,03:17:11,Faster payment,F Qazi,Transfers,52,,GBP,52,GBP,SAVINGS,SAVINGS,,52
12-03-2023,02:05:53,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-03-2023,02:07:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-03-2023,02:06:00,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-03-2023,02:10:40,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-03-2023,02:07:38,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
17-03-2023,02:13:34,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-03-2023,02:10:39,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-03-2023,02:06:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-03-2023,02:11:50,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-03-2023,02:07:24,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-03-2023,02:07:13,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-03-2023,02:06:35,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-03-2023,02:16:54,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-03-2023,02:11:41,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-03-2023,02:09:33,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-03-2023,02:16:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-03-2023,02:21:43,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-03-2023,02:19:39,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-03-2023,07:38:38,Card payment,Uber,Transport,-5.01,,GBP,-505.01,INR,,UBER * PENDING         Vorden        NLD,-5.01,
29-03-2023,07:56:33,Card payment,Uber,Transport,4.81,,GBP,484.47,INR,,UBER * PENDING         Vorden        NLD,,4.81
29-03-2023,13:49:16,Card payment,Uber,Transport,-0.81,,GBP,-81.25,INR,,UBER * PENDING         Vorden        NLD,-0.81,
29-03-2023,13:54:16,Card payment,Uber,Transport,-0.81,,GBP,-81.25,INR,,UBER * PENDING         Vorden        NLD,-0.81,
29-03-2023,13:55:12,Card payment,Uber,Transport,0.81,,GBP,81.25,INR,,UBER * PENDING         Vorden        NLD,,0.81
29-03-2023,13:56:38,Card payment,Uber,Transport,0.81,,GBP,81.25,INR,,UBER * PENDING         Vorden        NLD,,0.81
29-03-2023,14:00:13,Card payment,Uber,Transport,0.4,,GBP,0.4,GBP,,UBER * PENDING\Hamminkweg 5\Vorden\7251RB    NLDNLD,,0.4
29-03-2023,14:00:14,Card payment,Uber,Transport,-0.2,,GBP,-20.54,INR,,UBER *TRIP HELP.UBER.C\Hamminkweg 5\Vorden\7251RB    NLDNLD,-0.2,
30-03-2023,02:12:48,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
31-03-2023,02:26:41,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-04-2023,03:26:30,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-04-2023,02:11:27,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-04-2023,02:16:15,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-04-2023,01:16:18,Card payment,Uber,Transport,-3.24,,GBP,-326.58,INR,,UBER * PENDING         Vorden        NLD,-3.24,
04-04-2023,01:34:35,Card payment,Uber,Transport,-3.21,,GBP,-323.5,INR,,UBER * PENDING         Vorden        NLD,-3.21,
04-04-2023,02:08:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-04-2023,02:32:05,Card payment,Uber,Transport,3.04,,GBP,306.04,INR,,UBER * PENDING         Vorden        NLD,,3.04
05-04-2023,02:08:49,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-04-2023,02:09:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-04-2023,16:43:56,Pot transfer,Insurance  Pot,Transfers,602,,GBP,602,GBP,,,,602
07-04-2023,09:59:31,Card payment,SL,Transport,-6.04,,GBP,-78,SEK,,SL                     Stockholm     SWE,-6.04,
07-04-2023,12:09:07,Card payment,SL,Transport,-6.04,,GBP,-78,SEK,,SL                     Stockholm     SWE,-6.04,
08-04-2023,11:47:47,Card payment,SL,Transport,-6.03,,GBP,-78,SEK,,SL                     Stockholm     SWE,-6.03,
12-04-2023,11:38:41,Card payment,SL,Transport,-3.01,,GBP,-39,SEK,,SL                     Stockholm     SWE,-3.01,
12-04-2023,12:10:13,Card payment,SL,Transport,-6.01,,GBP,-78,SEK,,SL                     Stockholm     SWE,-6.01,
12-04-2023,15:21:51,Card payment,ICA,Groceries,-6.64,,GBP,-86.2,SEK,,ICA Kvantum Kista      KISTA         SWE,-6.64,
12-04-2023,15:25:14,Card payment,ATM,Finances,-8.19,,GBP,-8.19,GBP,,BANKOMAT Modeboluevard KISTA         SWE,-8.19,
14-04-2023,12:48:37,Card payment,SL,Transport,-3.04,,GBP,-39,SEK,,SL                     Stockholm     SWE,-3.04,
14-04-2023,13:44:54,Card payment,Kista Grossen,Groceries,-18.95,,GBP,-243.37,SEK,,KISTA GROSSEN          KISTA         SWE,-18.95,
20-04-2023,15:26:33,Card payment,Kista Grossen,Groceries,-13.17,,GBP,-168.2,SEK,,KISTA GROSSEN          KISTA         SWE,-13.17,
20-04-2023,15:38:51,Card payment,ICA,Groceries,-10.29,,GBP,-131.52,SEK,,ICA Kvantum Kista      KISTA         SWE,-10.29,
22-04-2023,11:59:33,Card payment,Espresso H 258,Eating out,-4.15,,GBP,-53,SEK,,ESPRESSO H 258         164 91 KISTA  SWE,-4.15,
23-04-2023,07:37:47,Card payment,Espresso H 258,Eating out,-4.15,,GBP,-53,SEK,,ESPRESSO H 258         164 91 KISTA  SWE,-4.15,
23-04-2023,12:41:09,Card payment,SL,Transport,-6.11,,GBP,-78,SEK,,SL                     Stockholm     SWE,-6.11,
24-04-2023,13:48:17,Card payment,Marrybrown,Eating out,-17.62,,GBP,-225,SEK,,Marrybrown             KISTA         SWE,-17.62,
24-04-2023,13:50:58,Card payment,Mangal Turkish Kitchen Northampton,Eating out,-15.27,,GBP,-195,SEK,,MANGAL                 KISTA         SWE,-15.27,
25-04-2023,08:51:17,Card payment,Storstockholms Lokaltrafik,Transport,0,,GBP,0,SEK,Active card check,SL APP                 STOCKHOLM     SWE,0,
25-04-2023,08:52:12,Card payment,Storstockholms Lokaltrafik,Transport,-3.06,,GBP,-39,SEK,,SL APP                 STOCKHOLM     SWE,-3.06,
25-04-2023,09:45:17,Card payment,Centralens Toalett,Transport,-0.78,,GBP,-10,SEK,,CENTRALENS TOALETT     STOCKHOLM     SWE,-0.78,
25-04-2023,09:58:04,Card payment,Mangal Centralen,Eating out,-8.54,,GBP,-109,SEK,,MANGAL CENTRALEN       STOCKHOLM     SWE,-8.54,
25-04-2023,10:05:03,Card payment,4208168 Pressbyran,Groceries,-2.04,,GBP,-26,SEK,,4208168 Pressbyran     Stockholm     SWE,-2.04,
25-04-2023,13:40:27,Card payment,Pottan - Gotebo,Transport,-0.78,,GBP,-10,SEK,,POTTAN - GOTEBO        GOTEBORG      SWE,-0.78,
26-04-2023,07:25:20,Card payment,Ryanair,Holidays,-8.24,,GBP,-8.24,GBP,,RYANAIR                LONDON        GBR,-8.24,
26-04-2023,12:31:23,Card payment,Kronans Apotek,General,-4.16,,GBP,-52.9,SEK,,KD APOTEK              GOTEBORG      SWE,-4.16,
26-04-2023,18:46:24,Card payment,Espresso H 127,Eating out,-4.56,,GBP,-58,SEK,,ESPRESSO H 127         438 14 LANDVE SWE,-4.56,
26-04-2023,23:48:01,Card payment,Lothian Buses,General,-5.5,,GBP,-5.5,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-5.5,
27-04-2023,08:44:34,Card payment,Scotmid Co-operative,Groceries,-57,,GBP,-57,GBP,,SCOTMID CO-OP 0064     EDINBURGH     GBR,-57,
27-04-2023,09:08:12,Card payment,Heriot Watt Epay,Eating out,-2.47,,GBP,-2.47,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-2.47,
27-04-2023,12:57:23,Card payment,Heriot Watt Epay,Eating out,-4.13,,GBP,-4.13,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-4.13,
27-04-2023,13:00:12,Faster payment,F Qazi,Transfers,54,,GBP,54,GBP,SAVINGS,SAVINGS,,54
28-04-2023,14:52:28,Card payment,Heriot Watt Student Un,Shopping,-4.5,,GBP,-4.5,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-4.5,
28-04-2023,17:04:14,Card payment,The Mosque Kitchen,Eating out,-5,,GBP,-5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-5,
28-04-2023,17:23:02,Card payment,Lidl,Groceries,-9.68,,GBP,-9.68,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-9.68,
01-05-2023,12:53:40,Card payment,Heriot Watt Epay,Eating out,-4.13,,GBP,-4.13,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-4.13,
01-05-2023,16:47:05,Card payment,Heriot Watt Student Un,Shopping,-3.89,,GBP,-3.89,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-3.89,
01-05-2023,17:37:07,Card payment,Heriot Watt Student Un,Shopping,-3.49,,GBP,-3.49,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-3.49,
01-05-2023,21:11:15,Card payment,Frites,Eating out,-3.85,,GBP,-3.85,GBP,,Zettle_*FRITES         Edinburgh     GBR,-3.85,
02-05-2023,13:30:35,Card payment,Heriot Watt Epay,Eating out,-1.88,,GBP,-1.88,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-1.88,
02-05-2023,13:42:51,Card payment,Heriot Watt Epay,Eating out,-1.88,,GBP,-1.88,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-1.88,
02-05-2023,22:48:12,Card payment,Chicken Club,Eating out,-4.99,,GBP,-4.99,GBP,,CHICKEN CLUB           EDINBURGH     GBR,-4.99,
04-05-2023,08:43:00,Card payment,Heriot Watt Epay,Eating out,-2.47,,GBP,-2.47,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-2.47,
04-05-2023,14:07:03,Card payment,Heriot Watt Epay,Eating out,-4.13,,GBP,-4.13,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-4.13,
05-05-2023,09:44:09,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
05-05-2023,09:46:27,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-05-2023,09:51:50,Pot transfer,FSaving  Pot,Transfers,-50,,GBP,-50,GBP,,,-50,
05-05-2023,09:53:06,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-05-2023,02:10:49,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
06-05-2023,02:10:49,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-05-2023,11:34:59,Card payment,Deliveroo,Eating out,-12.82,,GBP,-12.82,GBP,,DELIVEROO              +442036999977 GBR,-12.82,
06-05-2023,11:45:18,Card payment,Deliveroo,Eating out,12.82,,GBP,12.82,GBP,,DELIVEROO              +442036999977 GBR,,12.82
06-05-2023,11:58:52,Card payment,Deliveroo,Eating out,-23.59,,GBP,-23.59,GBP,,DELIVEROO              +442036999977 GBR,-23.59,
06-05-2023,19:37:30,Card payment,Sumup The Mosque Of,General,-5,,GBP,-5,GBP,,SumUp  *The Mosque of  Edinburgh     GBR,-5,
06-05-2023,21:07:04,Card payment,Sainsbury’s,Groceries,-4.05,,GBP,-4.05,GBP,,SAINSBURYS EDINBURGH-N EDINBURGH     GBR,-4.05,
07-05-2023,02:12:34,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
07-05-2023,02:12:34,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-05-2023,19:26:40,Card payment,Deliveroo,Eating out,-19.07,,GBP,-19.07,GBP,,DELIVEROO              +442036999977 GBR,-19.07,
08-05-2023,02:12:05,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
08-05-2023,02:12:05,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-05-2023,20:55:56,Card payment,KFC,Eating out,-10.29,,GBP,-10.29,GBP,,KFC ST ANDREWS         EDINBURGH     GBR,-10.29,
09-05-2023,02:12:08,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
09-05-2023,02:12:09,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-05-2023,12:57:32,Card payment,Deliveroo,Eating out,-19.69,,GBP,-19.69,GBP,,DELIVEROO              +442036999977 GBR,-19.69,
09-05-2023,20:56:07,Card payment,Co-op,Groceries,-3.75,,GBP,-3.75,GBP,,CO-OP GROUP FOOD       EDINBURGH     GBR,-3.75,
10-05-2023,02:13:54,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
10-05-2023,02:13:55,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-05-2023,17:42:32,Card payment,Vittoria On The Bridge,Entertainment,-5,,GBP,-5,GBP,,Vittoria on the Bridge Edinburgh     GBR,-5,
10-05-2023,19:48:32,Card payment,Mosque Kitchen,Eating out,-7,,GBP,-7,GBP,,MOSQUE KITCHEN         E'BURGH EH8   GBR,-7,
11-05-2023,02:27:23,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
11-05-2023,02:27:23,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-05-2023,02:22:38,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
12-05-2023,02:22:38,Pot transfer,FSaving  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-05-2023,15:44:35,Card payment,Lidl,Groceries,-12.47,,GBP,-12.47,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-12.47,
12-05-2023,16:21:36,Faster payment,F Qazi,Transfers,160,,GBP,160,GBP,SAVINGS,SAVINGS,,160
13-05-2023,02:12:13,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
13-05-2023,17:40:59,Card payment,KFC,Eating out,-4.99,,GBP,-4.99,GBP,,KFC ST ANDREWS         EDINBURGH     GBR,-4.99,
13-05-2023,19:37:40,Card payment,Festival Village Waverley ,Entertainment,-6,,GBP,-6,GBP,,FESTIVAL VILLAGE EDINB EDINBURGH     GBR,-6,
14-05-2023,02:11:43,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
14-05-2023,20:48:28,Card payment,Lidl,Groceries,-1.49,,GBP,-1.49,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-1.49,
15-05-2023,02:20:26,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
16-05-2023,02:15:37,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
16-05-2023,12:26:44,Card payment,Cj?s Cafe,Eating out,-17,,GBP,-17,GBP,,Cj?s Cafe              Edinburgh     GBR,-17,
16-05-2023,17:21:56,Card payment,The Mosque Kitchen,Eating out,-11,,GBP,-11,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-11,
16-05-2023,17:25:53,Card payment,Maqbools Superma,Groceries,-12.07,,GBP,-12.07,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-12.07,
17-05-2023,02:11:54,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
17-05-2023,12:30:30,Card payment,Ed College Hair,Bills,-3.5,,GBP,-3.5,GBP,,ED COLLEGE HAIR        EDINBURGH     GBR,-3.5,
17-05-2023,12:36:01,Card payment,Gather & Gather,Eating out,-5.05,,GBP,-5.05,GBP,,GATHER & GATHER        EDINBURGH     GBR,-5.05,
17-05-2023,13:38:16,Card payment,Cineworld,Entertainment,-17.82,,GBP,-17.82,GBP,,Cineworld              Brentford     GBR,-17.82,
17-05-2023,17:58:16,Card payment,Cineworld,Entertainment,-3.5,,GBP,-3.5,GBP,,CINEWORLD              EDINBURGH     GBR,-3.5,
17-05-2023,18:59:04,Card payment,McCowans Brewhouse,Entertainment,-2.5,,GBP,-2.5,GBP,,MCCOWANS BREWHOUSE     EDINBURGH     GBR,-2.5,
18-05-2023,02:17:02,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
19-05-2023,02:21:54,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
19-05-2023,03:19:06,Faster payment,F Qazi,Transfers,215,,GBP,215,GBP,SAVINGS,SAVINGS,,215
19-05-2023,14:06:42,Card payment,Maqbools Superma,Groceries,-7.18,,GBP,-7.18,GBP,,MAQBOOLS SUPERMA       EDINBURGH     GBR,-7.18,
19-05-2023,14:15:55,Card payment,Lidl,Groceries,-5.36,,GBP,-5.36,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-5.36,
20-05-2023,02:25:05,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
21-05-2023,02:11:01,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
21-05-2023,14:32:22,Card payment,Aldi,Groceries,-8.89,,GBP,-8.89,GBP,,ALDI STORES LIMITED    EDINBURGH     GBR,-8.89,
21-05-2023,14:40:27,Card payment,McDonald’s,Eating out,-6.07,,GBP,-6.07,GBP,,MCDONALDS              EDINBURGH     GBR,-6.07,
22-05-2023,02:15:56,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
23-05-2023,02:13:04,Pot transfer,FSaving  Pot,Transfers,-5,,GBP,-5,GBP,,,-5,
