Date,Time,Type,Name,Category,Amount,,Currency,Local amount,Local currency,Notes and #tags,Description,Money Out,Money In
25-05-2022,12:59:31,Faster payment,F Qazi,Transfers,10,10,GBP,10,GBP,Monzo-YQPSK,Monzo-YQPSK,,10
30-05-2022,21:21:46,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,F Qazi,F Qazi,,100
30-05-2022,21:24:46,Faster payment,Farhaan Qazi,Myself,-110,,GBP,-110,GBP,Farhaan Qazi,Farhaan Qazi,-110,
01-06-2022,20:22:05,Faster payment,F Qazi,Transfers,1,,GBP,1,GBP,Monzo-WNZDP,Monzo-WNZDP,,1
06-06-2022,08:19:17,Faster payment,F Qazi,Transfers,10,,GBP,10,GBP,Monzo-QKBRP,Monzo-QKBRP,,10
06-06-2022,08:22:33,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,Savings,Savings,,100
06-06-2022,09:31:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-06-2022,09:31:53,Pot transfer,Insurance  Pot,Transfers,2,,GBP,2,GBP,,,,2
08-06-2022,09:41:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-06-2022,03:16:50,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-06-2022,23:43:06,Faster payment,F Qazi,Transfers,97,,GBP,97,GBP,SAVINGS,SAVINGS,,97
10-06-2022,03:55:34,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-06-2022,03:20:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-06-2022,03:08:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-06-2022,03:25:33,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-06-2022,03:15:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-06-2022,03:36:09,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-06-2022,03:32:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-06-2022,23:32:04,Faster payment,F Qazi,Transfers,151,,GBP,151,GBP,SAVINGS,SAVINGS,,151
17-06-2022,03:47:10,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-06-2022,03:18:57,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-06-2022,03:12:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-06-2022,01:59:59,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-06-2022,02:01:02,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-06-2022,01:59:05,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-06-2022,01:59:06,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-06-2022,02:01:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-06-2022,02:00:30,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-06-2022,02:01:33,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-06-2022,02:00:05,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-06-2022,02:04:40,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-06-2022,14:32:05,Card payment,McDonald’s,Eating out,-9.56,,GBP,-9.56,GBP,,MCDONALDS              EDINBURGH     GBR,-9.56,
28-06-2022,21:19:49,Card payment,Sainsbury’s,Groceries,-4.05,,GBP,-4.05,GBP,,SAINSBURYS EDINBURGH-N EDINBURGH     GBR,-4.05,
28-06-2022,21:28:00,Card payment,Abdul Halal Market,Groceries,-2.49,,GBP,-2.49,GBP,,ABDUL HALAL MARKET     EDINBURGH     GBR,-2.49,
29-06-2022,00:36:13,Card payment,Deliveroo,Eating out,-18.98,,GBP,-18.98,GBP,,DELIVEROO              +442036999977 GBR,-18.98,
29-06-2022,00:37:55,Card payment,Deliveroo,Eating out,18.98,,GBP,18.98,GBP,,DELIVEROO              +442036999977 GBR,,18.98
29-06-2022,00:38:31,Faster payment,Farhaan Qazi,General,-3,,GBP,-3,GBP,Farhaan Qazi,Farhaan Qazi,-3,
29-06-2022,01:59:40,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-06-2022,22:22:21,Card payment,Deliveroo,Eating out,-19.46,,GBP,-19.46,GBP,,DELIVEROO              +442036999977 GBR,-19.46,
30-06-2022,02:09:49,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-07-2022,03:27:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-07-2022,01:59:24,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-07-2022,01:59:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-07-2022,01:59:26,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-07-2022,01:59:48,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-07-2022,02:02:14,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-07-2022,02:00:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-07-2022,00:41:04,Faster payment,F Qazi,Transfers,204,,GBP,204,GBP,SAVINGS,SAVINGS,,204
08-07-2022,02:01:20,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-07-2022,01:59:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-07-2022,01:59:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-07-2022,01:59:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-07-2022,01:59:15,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-07-2022,01:59:01,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-07-2022,01:59:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-07-2022,02:04:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-07-2022,01:59:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
17-07-2022,01:59:34,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-07-2022,01:59:14,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-07-2022,01:59:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-07-2022,01:58:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-07-2022,01:58:42,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-07-2022,23:50:15,Faster payment,F Qazi,Transfers,150,,GBP,150,GBP,SAVINGS,SAVINGS,,150
21-07-2022,23:50:55,Faster payment,F Qazi,Transfers,14,,GBP,14,GBP,SAVINGS,SAVINGS,,14
22-07-2022,02:00:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-07-2022,01:59:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-07-2022,01:59:34,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-07-2022,01:59:19,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-07-2022,01:59:43,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-07-2022,01:59:41,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-07-2022,02:04:28,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-07-2022,02:04:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-07-2022,13:32:57,Card payment,The Mosque Kitchen,Eating out,-13,,GBP,-13,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-13,
30-07-2022,01:59:49,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
31-07-2022,01:59:43,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-08-2022,03:15:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-08-2022,01:59:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-08-2022,02:00:38,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-08-2022,01:59:23,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-08-2022,01:26:16,Faster payment,F Qazi,Transfers,200,,GBP,200,GBP,SAVINGS,SAVINGS,,200
05-08-2022,02:03:07,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-08-2022,01:57:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-08-2022,01:57:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-08-2022,01:57:50,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-08-2022,17:25:51,Card payment,Deliveroo,Eating out,-21,,GBP,-21,GBP,,DELIVEROO              +442036999977 GBR,-21,
08-08-2022,22:35:05,Card payment,Trainline,Transport,-18.79,,GBP,-18.79,GBP,,thetrainline.com       +443332022222 GBR,-18.79,
09-08-2022,01:57:48,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-08-2022,21:48:52,Faster payment,Farhaan Qazi,Transfers,-50,,GBP,-50,GBP,Farhaan Qazi,Farhaan Qazi,-50,
10-08-2022,01:58:03,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-08-2022,10:42:55,Card payment,NCP,Transport,-20.21,,GBP,-20.21,GBP,,NCP LIMITED            BRISTOL ST JA GBR,-20.21,
11-08-2022,01:58:08,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-08-2022,11:06:17,Faster payment,Farhaan Qazi,General,-50,,GBP,-50,GBP,Farhaan Qazi,Farhaan Qazi,-50,
12-08-2022,00:19:54,Faster payment,F Qazi,Transfers,300,,GBP,300,GBP,SAVINGS,SAVINGS,,300
12-08-2022,01:59:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-08-2022,14:41:57,Card payment,Transport for London,Transport,-6.3,,GBP,-6.3,GBP,"Travel charge for Friday, 12 Aug",LRT KINGS CROSS (T)    LONDON        GBR,-6.3,
13-08-2022,01:57:59,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-08-2022,01:58:06,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
15-08-2022,01:58:22,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-08-2022,01:58:06,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
17-08-2022,01:58:08,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-08-2022,01:58:23,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-08-2022,01:59:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-08-2022,01:58:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-08-2022,01:58:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-08-2022,01:58:19,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-08-2022,01:58:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-08-2022,01:58:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-08-2022,01:58:54,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-08-2022,02:05:38,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-08-2022,01:58:47,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-08-2022,02:02:00,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-08-2022,01:59:08,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-08-2022,16:55:19,Faster payment,Farhaan Qazi,General,-400,,GBP,-400,GBP,Farhaan Qazi,Farhaan Qazi,-400,
30-08-2022,02:00:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
30-08-2022,16:00:20,Faster payment,Farhaan Qazi,General,-300,,GBP,-300,GBP,Farhaan Qazi,Farhaan Qazi,-300,
31-08-2022,01:59:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-09-2022,03:13:25,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-09-2022,02:06:53,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-09-2022,01:59:26,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-09-2022,01:59:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-09-2022,01:58:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-09-2022,02:00:32,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-09-2022,01:58:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-09-2022,01:58:59,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-09-2022,02:00:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-09-2022,13:53:07,Card payment,Lothian Buses,General,-51,,GBP,-51,GBP,,LOTHIAN BUSES          EDINBURGH     GBR,-51,
09-09-2022,14:48:49,Card payment,Lidl,Groceries,-13.61,,GBP,-13.61,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-13.61,
10-09-2022,01:58:38,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-09-2022,07:25:21,Faster payment,Farhaan Qazi,General,-10,,GBP,-10,GBP,Farhaan Qazi,Farhaan Qazi,-10,
11-09-2022,01:58:58,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-09-2022,21:47:24,Card payment,Deliveroo,Eating out,-12.03,,GBP,-12.03,GBP,,DELIVEROO              +442036999977 GBR,-12.03,
12-09-2022,01:59:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-09-2022,15:17:31,Card payment,Heriot Watt Student Un,Shopping,-1.7,,GBP,-1.7,GBP,,HERIOT WATT STUDENT UN EDINBURGH     GBR,-1.7,
12-09-2022,18:42:47,Card payment,Lidl,Groceries,-3.08,,GBP,-3.08,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-3.08,
13-09-2022,01:58:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-09-2022,01:59:02,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-09-2022,12:43:35,Card payment,Heriot Watt Epay,Eating out,-3.52,,GBP,-3.52,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-3.52,
15-09-2022,01:59:26,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-09-2022,02:02:09,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-09-2022,06:35:01,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SAVINGS,SAVINGS,,100
16-09-2022,11:00:31,Card payment,Driver & Vehicle Licensing Agency,Bills,-34,,GBP,-34,GBP,,DVLA DRIVER ONLINE     SWANSEA       GBR,-34,
17-09-2022,01:58:52,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-09-2022,01:59:07,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-09-2022,01:59:19,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-09-2022,01:58:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-09-2022,01:58:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-09-2022,19:55:04,Card payment,Lidl,Groceries,-4.79,,GBP,-4.79,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-4.79,
22-09-2022,01:59:15,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
22-09-2022,14:02:18,Card payment,Lidl,Groceries,-6.28,,GBP,-6.28,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-6.28,
23-09-2022,02:01:29,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-09-2022,01:59:22,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-09-2022,01:59:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-09-2022,02:00:19,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-09-2022,01:59:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-09-2022,02:03:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-09-2022,01:59:51,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-09-2022,23:28:24,Faster payment,F Qazi,Transfers,460,,GBP,460,GBP,SAVINGS,SAVINGS,,460
30-09-2022,02:18:57,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-10-2022,03:02:16,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-10-2022,02:00:03,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-10-2022,02:22:28,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-10-2022,01:59:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-10-2022,01:59:41,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-10-2022,10:15:33,Faster payment,Tiasha Biswas,General,-200,,GBP,-200,GBP,Lend/Borrow,Lend/Borrow,-200,
06-10-2022,01:59:38,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-10-2022,01:13:18,Faster payment,F Qazi,Transfers,150,,GBP,150,GBP,SAVINGS,SAVINGS,,150
07-10-2022,02:37:25,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-10-2022,02:00:00,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
09-10-2022,01:59:47,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-10-2022,01:59:31,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-10-2022,10:24:30,Card payment,Lothian Buses,General,-51,,GBP,-51,GBP,,LOTHIAN BUSES          EDINBURGH     GBR,-51,
11-10-2022,01:59:56,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-10-2022,13:21:03,Faster payment,F Qazi,Transfers,200,,GBP,200,GBP,SAVINGS,SAVINGS,,200
12-10-2022,01:59:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-10-2022,01:59:50,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
13-10-2022,23:35:25,Faster payment,F Qazi,Transfers,100,,GBP,100,GBP,SAVINGS,SAVINGS,,100
14-10-2022,02:01:27,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
14-10-2022,14:38:58,Faster payment,F Qazi,Transfers,500,,GBP,500,GBP,SAVINGS,SAVINGS,,500
15-10-2022,01:59:55,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
16-10-2022,01:59:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
17-10-2022,02:00:07,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
18-10-2022,01:59:28,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-10-2022,02:00:07,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
19-10-2022,16:37:58,Card payment,Lidl,Groceries,-14.11,,GBP,-14.11,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-14.11,
20-10-2022,02:00:18,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
20-10-2022,21:00:40,Card payment,Sainsbury’s,Groceries,-10,,GBP,-10,GBP,,SAINSBURYS EDINBURGH   EDINBURGH     GBR,-10,
21-10-2022,00:20:25,Faster payment,F Qazi,Transfers,150,,GBP,150,GBP,SAVINGS,SAVINGS,,150
21-10-2022,02:02:46,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
21-10-2022,10:47:30,Faster payment,F Qazi,Transfers,68,,GBP,68,GBP,SAVINGS,SAVINGS,,68
21-10-2022,13:25:40,Card payment,The Mosque Kitchen,Eating out,-6.5,,GBP,-6.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-6.5,
21-10-2022,15:43:20,Card payment,Lidl,Groceries,-5.88,,GBP,-5.88,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-5.88,
22-10-2022,02:00:24,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
23-10-2022,01:59:54,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
24-10-2022,02:02:31,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
25-10-2022,02:00:13,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
26-10-2022,02:00:41,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
27-10-2022,02:49:43,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
28-10-2022,02:50:25,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
29-10-2022,02:02:53,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
30-10-2022,02:11:30,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
31-10-2022,02:10:32,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
31-10-2022,12:27:34,Faster payment,Farhaan Qazi,General,-1200,,GBP,-1200,GBP,Farhaan Qazi,Farhaan Qazi,-1200,
31-10-2022,20:59:05,Card payment,Deliveroo,Eating out,-15.56,,GBP,-15.56,GBP,,DELIVEROO              +442036999977 GBR,-15.56,
01-11-2022,03:14:27,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
01-11-2022,21:52:27,Card payment,Pepe’s Peri Peri Chicken Edinburgh,Eating out,-6.57,,GBP,-6.57,GBP,,CHICKEN FEAST          E'BURGH EH11  GBR,-6.57,
02-11-2022,02:01:21,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
02-11-2022,13:29:29,Card payment,Heriot Watt Epay,Eating out,-4.13,,GBP,-4.13,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-4.13,
03-11-2022,02:03:25,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
03-11-2022,12:13:22,Card payment,Heriot Watt Epay,Eating out,-4.13,,GBP,-4.13,GBP,,HOSPITALITY SERVICES   CURRIE        GBR,-4.13,
03-11-2022,15:09:58,Card payment,The Mosque Kitchen,Eating out,-11,,GBP,-11,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-11,
03-11-2022,15:22:15,Card payment,Lidl,Groceries,-9.21,,GBP,-9.21,GBP,,LIDL GB  EDINBURGH     EDINBURGH     GBR,-9.21,
04-11-2022,02:09:57,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
04-11-2022,03:51:12,Faster payment,F Qazi,Transfers,80,,GBP,80,GBP,Expenditure,Expenditure,,80
04-11-2022,13:47:00,Card payment,The Mosque Kitchen,Eating out,-6.5,,GBP,-6.5,GBP,,SumUp  *EDINBURGH MOSQ EDINBURGH     GBR,-6.5,
04-11-2022,14:17:15,Card payment,Sainsbury’s,Groceries,-10,,GBP,-10,GBP,,SAINSBURYS EDINBURGH   EDINBURGH     GBR,-10,
05-11-2022,02:01:11,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
05-11-2022,13:31:40,Card payment,Deliveroo,Eating out,-13.96,,GBP,-13.96,GBP,,DELIVEROO              +442036999977 GBR,-13.96,
06-11-2022,02:01:05,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
06-11-2022,22:26:01,Card payment,Deliveroo,Eating out,-17.05,,GBP,-17.05,GBP,,DELIVEROO              +442036999977 GBR,-17.05,
07-11-2022,02:00:52,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
07-11-2022,16:34:55,Card payment,Lothian Buses,General,-1.8,,GBP,-1.8,GBP,,LOTHIAN BUSES LIMITED  EDINBURGH     GBR,-1.8,
07-11-2022,17:05:10,Card payment,Lothian Buses,General,-51,,GBP,-51,GBP,,LOTHIAN BUSES          EDINBURGH     GBR,-51,
07-11-2022,18:47:26,Card payment,Primark,Shopping,-31.1,,GBP,-31.1,GBP,,PRIMARK 650            ED'BURGH EH2  GBR,-31.1,
08-11-2022,02:02:44,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
08-11-2022,14:45:43,Faster payment,F Qazi,Transfers,20,,GBP,20,GBP,EXPENDITURE,EXPENDITURE,,20
09-11-2022,02:00:36,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
10-11-2022,02:00:35,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
11-11-2022,02:02:37,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-11-2022,02:01:05,Pot transfer,Insurance  Pot,Transfers,-2,,GBP,-2,GBP,,,-2,
12-11-2022,11:06:10,Faster payment,F Qazi,Transfers,240,,GBP,240,GBP,RENT,RENT,,240
